000001010016C02AB  111*
000262040017C01BA  122 
000263010019R02AD  044 
000264010018N02BG  854*
000264020017N02BG  854*
000265010017B05BA  854 
000266010016C05AX  874*
000266010016C05CX  874*
000267010015J01CE  044 
000269010013A10BC  854*
000269020012A10BC  854*
000271010019D01AA  961*
000271010019D01BA  854*
000272010018C02CC  894*
000272010018S01EX  894*
000272020017C02CC  894*
000272020017S01EX  894*
000272030016C02CC  121 
000273010017N02CA  854*
000273020016N02CA  854*
000274010016N05AD  854*
000274020015N05AD  854*
000274030014N05AD  944*
000275010015N05CM  854*
000275020014N05CM  854*
000276010014A11JC  044 
000277010013B01AB  854*
000277010013C05BA  971*
000277010013S01XA  991*
000277020012B01AB  854*
000277020012C05BA  971*
000277020012S01XA  991*
000277040010B01AB  854*
000277040010C05BA  971*
000277040010S01XA  991*
000277050019B01AB  871*
000277050019C05BA  971*
000277050019S01XA  991*
000277070017S01XA  101*
000277080016B01AB  092 
000277080016C05BA  092 
000277080016S01XA  092 
000277090015S01XA  122 
000278010012C04AC  854*
000278010012C10AD  092 
000279010011A01AB  904*
000279010011D01AE  904 
000279010011G01AX  053*
000279010011R02AA  053 
000281010017A11AB  044 
000282010016N01BB  044 
000283010015N01BB  044 
000284010014A07AA  854*
000284020013A07AA  854*
000286010012A01AC  884*
000286010012A07EA  921*
000286010012C05AA  884*
000286010012D07AA  854*
000286010012D07AB  081 
000286010012D07AC  081 
000286010012H02AB  854*
000286010012S01BA  854*
000286010012S02BA  931*
000286020011A01AC  102 
000286020011A07EA  921*
000286020011C05AA  854*
000286020011D07AA  854*
000286020011H02AB  854*
000286020011S01BA  854*
000286020011S02BA  854*
000286030010A07EA  921*
000286030010C05AA  894*
000286030010D07AA  894*
000286030010H02AB  894*
000286030010S01BA  854*
000286030010S02BA  854*
000286040019A07EA  921*
000286040019C05AA  854*
000286040019D07AA  854*
000286040019H02AB  854*
000286040019S01BA  854*
000286040019S02BA  854*
000286050018A07EA  921*
000286050018D07AB  894*
000286050018H02AB  931*
000286060017A07EA  921*
000286060017D07AA  854*
000286060017H02AB  854*
000286070016A07EA  921*
000286070016H02AB  854*
000286090014A01AC  964*
000286090014A07EA  964*
000286090014C05AA  964*
000286090014D07AC  971*
000286100011A01AC  024*
000286100011A07EA  024*
000286100011C05AA  024*
000286100011D07AB  024*
000286100011H02AB  024*
000286100011S01BA  024*
000286100011S02BA  024*
000286110010A01AC  042*
000286110010A07EA  042*
000286110010C05AA  042*
000286110010D07AA  042*
000286110010H02AB  042*
000286110010S01BA  042*
000286120019D07AA  122 
000286130018S01BA  131 
000287010011C03AB  044*
000288010010C03BA  854*
000289010019V08AA  854*
000289020018V08AA  854*
000289030017V08AA  944*
000289040016V08AA  944*
000289050015V08AA  122 
000290010016G03B   902 
000291010015V90    052 
000291020014V90    052 
000292010014G04BD  044 
000294010012C01DX  854*
000294020011C01DX  854*
000295010011N02BA  044 
000296010010J01CE  044 
000297010019A01AB  124 
000297010019D06AA  854*
000297010019G01AA  854*
000297010019J01AA  854*
000297010019R02AB  063 
000297010019S01AA  854*
000297010019S02AA  053 
000297020018A01AB  124 
000297020018D06AA  854*
000297020018G01AA  854*
000297020018J01AA  854*
000297020018S01AA  854*
000297020018S02AA  053 
000297030017D06AA  854*
000297030017G01AA  854*
000297030017J01AA  854*
000297030017S01AA  854*
000297040016D06AA  854*
000297040016G01AA  854*
000297040016J01AA  854*
000297040016S01AA  854*
000298010018A11JC  044 
000299010017J04AM  044 
000300010014C07AA  854*
000300020013C07AA  854*
000300030012C07AA  874*
000301010013A13    044 
000302010012J04AC  854*
000302020011J04AC  051*
000302030010J04AC  052*
000302040019J04AC  124*
000303010011J04AC  854 
000304010010N06AA  854*
000304020019N06AA  854*
000305010019A10AB  854 
000305010019A10AC  051 
000305010019A10AE  051 
000305010019A10AF  071 
000305020018A10AE  854 
000305030017A10AB  051 
000305030017A10AC  854 
000305030017A10AE  854 
000305060014A10AE  854 
000305070013A10AB  854 
000305090011A10AC  061 
000305090011A10AE  061 
000305110017A10AC  101 
000305110017A10AE  101 
000305120016A10AC  101 
000305120016A10AE  101 
000305130015A10AC  101 
000306010018A07AX  044 
000307010017R05FA  044 
000308010016M01AA  044 
000308010016N02BB  044 
000309010015C02LA  044 
000310010012V08AA  854*
000310020011V08AA  854*
000310030010V08AA  854*
000310040019V08AA  893*
000310050018V08AA  122 
000311010011D08AX  854*
000312010010C08DA  044 
000314010018A01AD  132 
000314010018A12BA  854*
000314010018B05BB  051 
000314010018B05XA  854*
000314010018G01AX  081 
000314010018S01XA  063 
000314010018V91    141 
000314020017A12BA  854*
000314020017B05BB  051 
000314020017B05XA  854*
000314020017S01XA  063 
000314020017V91    141 
000314030016A12BA  893*
000314030016B05BB  051 
000314030016B05XA  893*
000314050014B05XA  934*
000314060013A12BA  051 
000314090010G01AX  053 
000314160011A12BA  121 
000314170010A12BA  121*
000314180019A12BA  121 
000314190018A01AD  132 
000315010017A07AA  854*
000315010017D06AX  081 
000315010017J01GB  854*
000315010017S01AA  991*
000315020016A07AA  854*
000315020016D06AX  063 
000315020016J01GB  854*
000315020016S01AA  991*
000317010015J01ED  854*
000318010014N04AA  854*
000318020013N04AA  854*
000319010013A01AC  854*
000319010013C05AA  111*
000319010013D07AB  854*
000319010013H02AB  854*
000319010013R01AD  992*
000319010013R03BA  001*
000319010013S01BA  854*
000319020012A01AC  854*
000319020012C05AA  111*
000319020012D07AB  854*
000319020012H02AB  854*
000319020012R01AD  992*
000319020012R03BA  001*
000319020012S01BA  854*
000319030011A01AC  992*
000319030011C05AA  111*
000319030011D07AB  854*
000319030011H02AB  854*
000319030011R01AD  992*
000319030011R03BA  001*
000319030011S01BA  854*
000319040010A01AC  992*
000319040010C05AA  111*
000319040010D07AB  854*
000319040010H02AB  854*
000319040010R01AD  992*
000319040010R03BA  001*
000319040010S01BA  854*
000319050019A01AC  863*
000319050019C05AA  111*
000319050019D07AB  863*
000319050019H02AB  863*
000319050019R01AD  992*
000319050019R03BA  001*
000319050019S01BA  992*
000319070017D07AB  124*
000319080016A01AC  134*
000319080016C05AA  134*
000319080016D07AB  134*
000319080016H02AB  134*
000319080016R01AD  134*
000319080016R03BA  134*
000319080016S01BA  134*
000320010010M01AA  874*
000321010019C01BA  874*
000321010019P01BC  152 
000321020018C01BA  874*
000321030017C01BA  874*
000321040016C01BA  874*
000321040016P01BC  152 
000321050015C01BA  874*
000321060014C01BA  874*
000321070013C01BA  874*
000321080012C01BA  914*
000321090011C01BA  993*
000321100018C01BA  122 
000322010018R05FA  044 
000323010017N02BE  044 
000324010016B02BA  854*
000324010016D11A   102 
000324020015D11A   122 
000326010014C03CA  854*
000326020013C03CA  934*
000326030012C03CA  991*
000326040011C03CA  114 
000327010013J01ED  854*
000328010012C03XA  153 
000328010012D06AA  854*
000328010012J01AA  854*
000328020011C03XA  153 
000328020011D06AA  854*
000328020011J01AA  854*
000328030010C03XA  153 
000328030010D06AA  131*
000328030010J01AA  131*
000329010011R05DB  884*
000329020010R05DB  884*
000330010018A04AD  074 
000330010018D04AA  854*
000330010018N05C   041 
000330010018R06AD  854*
000330020017A04AD  083 
000330020017D04AA  854*
000330020017N05C   041 
000330020017R06AD  854*
000330030016A04AD  074 
000330030016D04AA  854*
000330030016R06AD  854*
000330040015D04AA  854*
000330040015R06AD  854*
000330050014R06AD  061*
000330060013R06AD  101 
000330070012A04AD  111 
000330070012D04AA  111 
000330070012N05C   111 
000330070012R06AD  111 
000330080011R06AD  131 
000331010017C02CC  854 
000331020016C02CC  111 
000331030015C02CC  111 
000332010016V03AB  854 
000332020015V03AB  854 
000333010015A03CA  044 
000334010014A01AD  132 
000334010014C01BB  874*
000334010014C05AD  961*
000334010014D04AB  854*
000334010014G04BX  063 
000334010014N01BB  854*
000334010014R02AD  854*
000334010014S01HA  894*
000334010014S02DA  894*
000334020013A01AD  141 
000334020013C01BB  874*
000334020013C05AD  961*
000334020013D04AB  854*
000334020013G04BX  101 
000334020013N01BB  854*
000334020013R02AD  854*
000334020013S01HA  894*
000334020013S02DA  894*
000334030012N01BB  104 
000335010013N06CA  044 
000336010012D06AX  101 
000336010012J01FF  854*
000336010012S01AA  101 
000336010012S02AA  101 
000336020011J01FF  854*
000336030010D06AX  101 
000336030010J01FF  073 
000336030010S01AA  101 
000336030010S02AA  101 
000337010011D11AX  133 
000337010011N05AN  894*
000337020010N05AN  894*
000337030019N05AN  894*
000337040018N05AN  894*
000337080014N05AN  894*
000337090013N05AN  894*
000337110019N05AN  934*
000337120018D11AX  133 
000337120018N05AN  952*
000337130017N05AN  964*
000337140016N05AN  111 
000337150015N05AN  131 
000338010010A11EX  044 
000339010019A05BA  112 
000339010019B03XA  894 
000340010016A07DA  042 
000341010015N02AA  044 
000341010015N02BE  044 
000342010014N05AC  854*
000342020013N05AC  854*
000343010013N05CX  044 
000344010012A06AD  884*
000344010012B05BC  884*
000344010012B05CX  884*
000344010012C03    103 
000344010012R05CB  111*
000344010012V04CX  102 
000345010011B01AA  854*
000346010010N06AF  854*
000348010018N05CA  854*
000348020017N05CA  854*
000348030016N05CA  854*
000349010017D07AB  854*
000349020016D07AB  854*
000350010013N05CA  854 
000351010012J01CE  854 
000352010011A05B   044 
000353010010N03AB  854*
000354010019N05CM  854*
000354020018N05CM  854*
000355010018J01CF  854*
000355020017J01CF  854*
000357010016P01AA  044 
000358010015A07AX  044 
000359010014A05AX  854 
000360010011G03EA  044 
000361010010A10BB  854*
000361010010V04CA  854*
000361020019A10BB  051*
000361020019V04CA  051*
000362010019N05CD  854*
000363010018N02AA  874*
000363020017N02AA  874*
000363030016N02AA  874*
000363040015N02AA  882*
000363060013N02AA  111 
000363070012N02AA  111 
000363080011N02AA  112 
000363090010N02AA  131 
000364010017R06AD  854 
000364020016R06AD  854 
000365010016A01AB  061 
000365010016A07AA  854*
000365010016D01AA  854*
000365010016D01BA  074 
000365010016G01AA  854*
000365010016J02AA  051 
000365020015A07AA  992*
000365020015D01AA  992*
000365020015G01AA  992*
000365020015J02AA  151 
000366010015S01FA  894*
000367010014A02AF  042 
000368010013L01AB  854*
000369010012N03AA  894*
000370010019N02AC  044 
000371010018J01MB  854*
000371020017J01MB  871*
000372010017N06AF  854*
000372020016N06AF  854*
000373010016N02AD  874*
000373020015N02AD  874*
000374010015R01AD  044 
000375010014C03AA  854*
000376010013C03AB  044*
000377010012A07AA  044 
000377010012D06AX  044 
000377010012S01AA  051 
000377010012S03AA  044 
000378010011N02AA  044 
000378010011N02BE  044 
000379010010A02AD  044 
000380010017A01AB  854*
000380010017A07AA  854*
000380010017B05CA  971*
000380010017D06AX  854*
000380010017J01GB  854*
000380010017R02AB  921*
000380010017S01AA  854*
000380010017S02AA  961*
000380010017S03AA  921*
000380020016A01AB  854*
000380020016A07AA  854*
000380020016B05CA  971*
000380020016D06AX  854*
000380020016J01GB  854*
000380020016R02AB  921*
000380020016S01AA  854*
000380020016S02AA  961*
000380020016S03AA  921*
000380030015B05CA  971*
000380030015D06AX  924*
000380030015J01GB  924*
000380030015S01AA  924*
000380030015S02AA  961*
000380040014A01AB  122 
000380040014D06AX  122 
000380040014S01AA  122 
000380050013D06AX  122 
000381010016C04AC  044 
000382010015N02BE  044 
000383010014D06AX  044 
000383010014S01AA  053 
000384010013N05AC  854*
000384030011N05AC  074 
000385010012A03CA  044 
000386010011N05AA  854*
000386020010N05AA  854*
000386030019N05AA  854*
000386040018N05AA  854*
000387010010A11JA  044 
000388010019J01XX  854*
000389010018A11HA  062 
000389010018C04AC  971*
000389010018C10AD  894*
000389010018M02A   081 
000389030016M02A   091 
000389040015C04AC  122 
000390010015N05CM  884*
000391010014N02AB  874 
000391020013N02AB  874 
000392010013N05CE  854*
000393010012M03BC  044 
000394010011C01CA  854*
000394020010C01CA  854*
000396010019C01BA  874*
000396020018C01BA  874*
000397010018B03AE  044 
000398010017G03AA  044*
000398010017G03AB  044*
000398010017G03FA  051 
000398010017G03FB  051 
000399010016N03AX  854*
000400010013A07DA  854 
000400010013N02AA  961*
000401010012C04AX  854*
000401010012G04BE  854*
000401020011C04AX  854*
000401020011G04BE  854*
000402010011R05CA  044 
000403010010N02BE  044 
000404010019N03AX  854*
000405010018S02DA  044 
000407010016G03AA  044 
000408010015J01CF  854*
000408020014J01CF  854*
000408030013J01CF  111 
000409010014N05BA  854*
000409020013N05BA  122 
000410010011C04AD  854*
000410020010C04AD  061*
000411010010J01ED  854*
000412010019J01RA  044 
000413010018P01BB  854*
000413020017P01BB  854*
000413030016P01BB  111 
000414010017A01AD  131 
000414010017C05AD  894*
000414010017D04AB  961*
000414010017N01BA  894*
000414010017R02AD  051 
000414010017S01HA  894*
000414020016A01AD  131 
000414020016C05AD  894*
000414020016D04AB  961*
000414020016N01BA  894*
000414020016R02AD  051 
000414020016S01HA  894*
000415010016A03AD  854*
000415010016C04AX  094 
000415010016G04BE  041*
000415020015A03AD  894*
000415020015C04AX  094 
000415020015G04BE  894*
000415030014A03AD  874*
000415040013A03AD  922*
000415050012A03AD  941*
000415060011A03AD  122 
000415060011G04BE  122 
000415070010A03AD  122 
000415070010G04BE  122 
000415080019A03AD  122 
000415080019G04BE  122 
000415090018G04BE  122*
000416010015M03BB  854*
000417010014M03BB  044 
000418010013A11EB  044 
000419010012A03FA  904*
000419020011A03FA  904*
000419030010A03FA  904*
000419050018A03FA  073 
000419060017A03FA  103 
000419070016A03FA  121 
000419080015A03FA  121 
000420010019N06CA  044 
000421010018A03AD  854 
000421020017A03AD  854 
000422010017B01AA  854*
000423010016J01C   854 
000423010016V07AR  144 
000424010015N02BG  091*
000425010014C01DA  854*
000427010012A15    051 
000427010012R06AX  854*
000427020011A15    123 
000427020011R06AX  854*
000427030010A15    873 
000427040019A15    122 
000427050018A15    122 
000427060017A15    122 
000427070016A15    132 
000429010010B01AC  904*
000430010017C01DX  044 
000431010016N06AA  854*
000431020015N06AA  854*
000432010015N05A   044 
000433010014N02BE  854*
000434010013A10BA  854*
000434020012A10BA  854*
000435010012N07AX  894*
000435010012S01EB  894*
000435020011N07AX  894*
000435020011S01EB  894*
000435030010N07AX  894*
000435030010S01EB  894*
000435040019S01EB  924*
000436010011A01AB  871*
000436010011A07AA  854*
000436010011D01AA  854*
000436010011G01AA  854*
000436010011J02AA  051 
000436010011S01AA  854*
000437010010D04AA  124 
000437010010R06AB  854*
000437020019D04AA  124 
000437020019R06AB  854*
000437030018R06AB  122 
000438010019A01AC  074 
000438010019D07BB  044 
000438010019S02CA  083 
000440010015A08AA  854*
000440020014A08AA  854*
000441010014D08AJ  044 
000442010013M01AG  874*
000443010012N01BB  044 
000445010010A03AB  854 
000446010019A08AA  854 
000446020018A08AA  854 
000447010018A07EA  884*
000447010018H02AB  884*
000447010018S01BA  133 
000447020017A07EA  914*
000447020017H02AB  914*
000447020017S01BA  133 
000448010017A14AA  854*
000448020016A14AA  854*
000448030015A14AA  854*
000449010016G03AC  854*
000449010016G03DC  854*
000449020015G03AC  854*
